service_time,arrival_time        ,inter_arrival_time,time_service_begins,queue_wait_time     ,time_service_ends,time_in_system,server_idle_time
511.91      ,0.0                 ,511.91            ,511.91             ,0.0                 ,516.82           ,4.91          ,3.4700000000000273
520.93      ,0.0                 ,520.93            ,520.93             ,0.0                 ,524.86           ,3.93          ,4.1099999999999
533.24      ,0.0                 ,533.24            ,533.24             ,0.0                 ,537.94           ,4.7           ,8.379999999999995
547.89      ,0.0                 ,547.89            ,547.89             ,0.0                 ,552.68           ,4.79          ,9.949999999999932
561.3       ,0.0                 ,561.3             ,561.3              ,0.0                 ,566.18           ,4.88          ,8.620000000000005
575.83      ,0.0                 ,575.83            ,575.83             ,0.0                 ,580.04           ,4.21          ,9.650000000000091
591.05      ,0.0                 ,591.05            ,591.05             ,0.0                 ,595.84           ,4.79          ,11.009999999999991
606.02      ,0.0                 ,606.02            ,606.02             ,0.0                 ,610.55           ,4.53          ,10.17999999999995
620.44      ,0.0                 ,620.44            ,620.44             ,0.0                 ,624.6            ,4.16          ,9.8900000000001
625.26      ,0.0                 ,625.26            ,625.26             ,0.0                 ,629.95           ,4.69          ,0.6599999999999682
629.95      ,0.9700000000000273  ,628.98            ,629.95             ,0.9700000000000273  ,634.6            ,5.62          ,0.0
639.49      ,0.0                 ,639.49            ,639.49             ,0.0                 ,644.06           ,4.57          ,4.889999999999986
654.07      ,0.0                 ,654.07            ,654.07             ,0.0                 ,658.99           ,4.92          ,10.010000000000105
665.97      ,0.0                 ,665.97            ,665.97             ,0.0                 ,670.96           ,4.99          ,6.980000000000018
676.02      ,0.0                 ,676.02            ,676.02             ,0.0                 ,681.01           ,4.99          ,5.059999999999945
687.09      ,0.0                 ,687.09            ,687.09             ,0.0                 ,692.08           ,4.99          ,6.080000000000041
697.66      ,0.0                 ,697.66            ,697.66             ,0.0                 ,701.78           ,4.12          ,5.579999999999927
708.45      ,0.0                 ,708.45            ,708.45             ,0.0                 ,713.38           ,4.93          ,6.670000000000073
713.38      ,0.21000000000003638 ,713.17            ,713.38             ,0.21000000000003638 ,718.33           ,5.16          ,0.0
721.38      ,0.0                 ,721.38            ,721.38             ,0.0                 ,726.18           ,4.8           ,3.0499999999999545
727.53      ,0.0                 ,727.53            ,727.53             ,0.0                 ,731.96           ,4.43          ,1.3500000000000227
741.19      ,0.0                 ,741.19            ,741.19             ,0.0                 ,745.34           ,4.15          ,9.230000000000018
754.86      ,0.0                 ,754.86            ,754.86             ,0.0                 ,759.85           ,4.99          ,9.519999999999982
765.4       ,0.0                 ,765.4             ,765.4              ,0.0                 ,770.01           ,4.61          ,5.5499999999999545
773.34      ,0.0                 ,773.34            ,773.34             ,0.0                 ,777.67           ,4.33          ,3.330000000000041
781.95      ,0.0                 ,781.95            ,781.95             ,0.0                 ,786.88           ,4.93          ,4.280000000000086
795.68      ,0.0                 ,795.68            ,795.68             ,0.0                 ,800.47           ,4.79          ,8.799999999999955
808.33      ,0.0                 ,808.33            ,808.33             ,0.0                 ,813.2            ,4.87          ,7.860000000000014
820.75      ,0.0                 ,820.75            ,820.75             ,0.0                 ,825.22           ,4.47          ,7.5499999999999545
828.37      ,0.0                 ,828.37            ,828.37             ,0.0                 ,833.0            ,4.63          ,3.1499999999999773
835.07      ,0.0                 ,835.07            ,835.07             ,0.0                 ,839.54           ,4.47          ,2.07000000000005
839.54      ,0.15999999999996817 ,839.38            ,839.54             ,0.15999999999996817 ,844.54           ,5.16          ,0.0
849.97      ,0.0                 ,849.97            ,849.97             ,0.0                 ,854.58           ,4.61          ,5.430000000000064
862.8       ,0.0                 ,862.8             ,862.8              ,0.0                 ,867.66           ,4.86          ,8.219999999999914
870.99      ,0.0                 ,870.99            ,870.99             ,0.0                 ,875.69           ,4.7           ,3.330000000000041
879.34      ,0.0                 ,879.34            ,879.34             ,0.0                 ,884.34           ,5.0           ,3.6499999999999773
886.15      ,0.0                 ,886.15            ,886.15             ,0.0                 ,891.0            ,4.85          ,1.8099999999999454
894.7       ,0.0                 ,894.7             ,894.7              ,0.0                 ,899.61           ,4.91          ,3.7000000000000455
905.34      ,0.0                 ,905.34            ,905.34             ,0.0                 ,910.27           ,4.93          ,5.730000000000018
914.36      ,0.0                 ,914.36            ,914.36             ,0.0                 ,919.33           ,4.97          ,4.090000000000032
929.07      ,0.0                 ,929.07            ,929.07             ,0.0                 ,934.07           ,5.0           ,9.740000000000009
937.84      ,0.0                 ,937.84            ,937.84             ,0.0                 ,942.84           ,5.0           ,3.769999999999982
947.45      ,0.0                 ,947.45            ,947.45             ,0.0                 ,952.33           ,4.88          ,4.610000000000014
959.45      ,0.0                 ,959.45            ,959.45             ,0.0                 ,963.32           ,3.87          ,7.1200000000000045
970.5       ,0.0                 ,970.5             ,970.5              ,0.0                 ,975.5            ,5.0           ,7.17999999999995
979.52      ,0.0                 ,979.52            ,979.52             ,0.0                 ,984.52           ,5.0           ,4.019999999999982
990.66      ,0.0                 ,990.66            ,990.66             ,0.0                 ,995.45           ,4.79          ,6.139999999999986
1000.38     ,0.0                 ,1000.38           ,1000.38            ,0.0                 ,1005.33          ,4.95          ,4.92999999999995
1009.88     ,0.0                 ,1009.88           ,1009.88            ,0.0                 ,1014.63          ,4.75          ,4.5499999999999545
1025.18     ,0.0                 ,1025.18           ,1025.18            ,0.0                 ,1030.09          ,4.91          ,10.550000000000068
1035.39     ,0.0                 ,1035.39           ,1035.39            ,0.0                 ,1040.24          ,4.85          ,5.300000000000182
1040.32     ,0.0                 ,1040.32           ,1040.32            ,0.0                 ,1045.3           ,4.98          ,0.07999999999992724
1049.81     ,0.0                 ,1049.81           ,1049.81            ,0.0                 ,1053.89          ,4.08          ,4.509999999999991
1060.26     ,0.0                 ,1060.26           ,1060.26            ,0.0                 ,1064.93          ,4.67          ,6.369999999999891
1064.93     ,0.16000000000008185 ,1064.77           ,1064.93            ,0.16000000000008185 ,1069.62          ,4.85          ,0.0
1074.28     ,0.0                 ,1074.28           ,1074.28            ,0.0                 ,1079.28          ,5.0           ,4.660000000000082
1086.88     ,0.0                 ,1086.88           ,1086.88            ,0.0                 ,1091.04          ,4.16          ,7.600000000000136
1100.74     ,0.0                 ,1100.74           ,1100.74            ,0.0                 ,1105.6           ,4.86          ,9.700000000000045
1109.65     ,0.0                 ,1109.65           ,1109.65            ,0.0                 ,1114.59          ,4.94          ,4.050000000000182
1124.71     ,0.0                 ,1124.71           ,1124.71            ,0.0                 ,1129.08          ,4.37          ,10.120000000000118
1134.0      ,0.0                 ,1134.0            ,1134.0             ,0.0                 ,1138.93          ,4.93          ,4.920000000000073
1139.32     ,0.0                 ,1139.32           ,1139.32            ,0.0                 ,1143.89          ,4.57          ,0.38999999999987267
1147.54     ,0.0                 ,1147.54           ,1147.54            ,0.0                 ,1152.04          ,4.5           ,3.6499999999998636
1158.53     ,0.0                 ,1158.53           ,1158.53            ,0.0                 ,1163.49          ,4.96          ,6.490000000000009
1172.92     ,0.0                 ,1172.92           ,1172.92            ,0.0                 ,1177.07          ,4.15          ,9.430000000000064
1188.2      ,0.0                 ,1188.2            ,1188.2             ,0.0                 ,1192.91          ,4.71          ,11.13000000000011
1201.82     ,0.0                 ,1201.82           ,1201.82            ,0.0                 ,1206.47          ,4.65          ,8.909999999999854
1207.01     ,0.0                 ,1207.01           ,1207.01            ,0.0                 ,1211.56          ,4.55          ,0.5399999999999636
1215.15     ,0.0                 ,1215.15           ,1215.15            ,0.0                 ,1219.18          ,4.03          ,3.5900000000001455
1230.99     ,0.0                 ,1230.99           ,1230.99            ,0.0                 ,1235.89          ,4.9           ,11.809999999999945
1242.97     ,0.0                 ,1242.97           ,1242.97            ,0.0                 ,1246.86          ,3.89          ,7.079999999999927
1258.19     ,0.0                 ,1258.19           ,1258.19            ,0.0                 ,1263.16          ,4.97          ,11.330000000000155
1266.46     ,0.0                 ,1266.46           ,1266.46            ,0.0                 ,1270.61          ,4.15          ,3.2999999999999545
1276.72     ,0.0                 ,1276.72           ,1276.72            ,0.0                 ,1281.26          ,4.54          ,6.110000000000127
1293.39     ,0.0                 ,1293.39           ,1293.39            ,0.0                 ,1298.14          ,4.75          ,12.13000000000011
1303.47     ,0.0                 ,1303.47           ,1303.47            ,0.0                 ,1308.42          ,4.95          ,5.329999999999927
1309.89     ,0.0                 ,1309.89           ,1309.89            ,0.0                 ,1314.86          ,4.97          ,1.4700000000000273
1318.32     ,0.0                 ,1318.32           ,1318.32            ,0.0                 ,1322.78          ,4.46          ,3.4600000000000364
1322.78     ,0.6600000000000819  ,1322.12           ,1322.78            ,0.6600000000000819  ,1327.77          ,5.65          ,0.0
1328.93     ,0.0                 ,1328.93           ,1328.93            ,0.0                 ,1332.91          ,3.98          ,1.1600000000000819
1340.3      ,0.0                 ,1340.3            ,1340.3             ,0.0                 ,1344.87          ,4.57          ,7.389999999999873
1348.51     ,0.0                 ,1348.51           ,1348.51            ,0.0                 ,1353.17          ,4.66          ,3.6400000000001
1353.69     ,0.0                 ,1353.69           ,1353.69            ,0.0                 ,1358.68          ,4.99          ,0.5199999999999818
1363.66     ,0.0                 ,1363.66           ,1363.66            ,0.0                 ,1368.65          ,4.99          ,4.980000000000018
1374.98     ,0.0                 ,1374.98           ,1374.98            ,0.0                 ,1379.91          ,4.93          ,6.329999999999927
1391.15     ,0.0                 ,1391.15           ,1391.15            ,0.0                 ,1395.44          ,4.29          ,11.240000000000009
1397.25     ,0.0                 ,1397.25           ,1397.25            ,0.0                 ,1401.79          ,4.54          ,1.8099999999999454
1401.79     ,1.0799999999999272  ,1400.71           ,1401.79            ,1.0799999999999272  ,1405.71          ,5.0           ,0.0
1417.35     ,0.0                 ,1417.35           ,1417.35            ,0.0                 ,1422.01          ,4.66          ,11.639999999999873
1430.92     ,0.0                 ,1430.92           ,1430.92            ,0.0                 ,1435.86          ,4.94          ,8.910000000000082
1443.78     ,0.0                 ,1443.78           ,1443.78            ,0.0                 ,1448.44          ,4.66          ,7.920000000000073
1454.54     ,0.0                 ,1454.54           ,1454.54            ,0.0                 ,1458.95          ,4.41          ,6.099999999999909
1466.12     ,0.0                 ,1466.12           ,1466.12            ,0.0                 ,1470.37          ,4.25          ,7.169999999999845
1481.19     ,0.0                 ,1481.19           ,1481.19            ,0.0                 ,1485.45          ,4.26          ,10.820000000000164
1488.94     ,0.0                 ,1488.94           ,1488.94            ,0.0                 ,1493.59          ,4.65          ,3.490000000000009
1499.04     ,0.0                 ,1499.04           ,1499.04            ,0.0                 ,1503.1           ,4.06          ,5.4500000000000455
1511.02     ,0.0                 ,1511.02           ,1511.02            ,0.0                 ,1516.01          ,4.99          ,7.920000000000073
1524.2      ,0.0                 ,1524.2            ,1524.2             ,0.0                 ,1528.71          ,4.51          ,8.190000000000055
1541.64     ,0.0                 ,1541.64           ,1541.64            ,0.0                 ,1545.52          ,3.88          ,12.930000000000064
1552.97     ,0.0                 ,1552.97           ,1552.97            ,0.0                 ,1557.87          ,4.9           ,7.4500000000000455
1566.7      ,0.0                 ,1566.7            ,1566.7             ,0.0                 ,1571.39          ,4.69          ,8.830000000000155
1577.18     ,0.0                 ,1577.18           ,1577.18            ,0.0                 ,1581.26          ,4.08          ,5.789999999999964
1583.39     ,0.0                 ,1583.39           ,1583.39            ,0.0                 ,1587.83          ,4.44          ,2.130000000000109
1589.2      ,0.0                 ,1589.2            ,1589.2             ,0.0                 ,1594.16          ,4.96          ,1.3700000000001182
1598.1      ,0.0                 ,1598.1            ,1598.1             ,0.0                 ,1602.99          ,4.89          ,3.939999999999827
1613.92     ,0.0                 ,1613.92           ,1613.92            ,0.0                 ,1618.88          ,4.96          ,10.930000000000064
1618.88     ,1.4200000000000728  ,1617.46           ,1618.88            ,1.4200000000000728  ,1623.81          ,6.35          ,0.0
1625.73     ,0.0                 ,1625.73           ,1625.73            ,0.0                 ,1630.0           ,4.27          ,1.9200000000000728
1640.19     ,0.0                 ,1640.19           ,1640.19            ,0.0                 ,1645.08          ,4.89          ,10.190000000000055
1652.94     ,0.0                 ,1652.94           ,1652.94            ,0.0                 ,1657.13          ,4.19          ,7.860000000000127
1657.59     ,0.0                 ,1657.59           ,1657.59            ,0.0                 ,1661.74          ,4.15          ,0.459999999999809
1670.49     ,0.0                 ,1670.49           ,1670.49            ,0.0                 ,1675.46          ,4.97          ,8.75
1680.32     ,0.0                 ,1680.32           ,1680.32            ,0.0                 ,1684.22          ,3.9           ,4.8599999999999
1684.22     ,1.4600000000000364  ,1682.76           ,1684.22            ,1.4600000000000364  ,1688.78          ,6.02          ,0.0
1695.9      ,0.0                 ,1695.9            ,1695.9             ,0.0                 ,1700.74          ,4.84          ,7.120000000000118
1705.1      ,0.0                 ,1705.1            ,1705.1             ,0.0                 ,1709.32          ,4.22          ,4.3599999999999
1715.22     ,0.0                 ,1715.22           ,1715.22            ,0.0                 ,1720.16          ,4.94          ,5.900000000000091
1728.97     ,0.0                 ,1728.97           ,1728.97            ,0.0                 ,1733.54          ,4.57          ,8.809999999999945
1733.54     ,2.2999999999999545  ,1731.24           ,1733.54            ,2.2999999999999545  ,1738.45          ,7.21          ,0.0
1738.82     ,0.0                 ,1738.82           ,1738.82            ,0.0                 ,1743.15          ,4.33          ,0.36999999999989086
1747.97     ,0.0                 ,1747.97           ,1747.97            ,0.0                 ,1752.96          ,4.99          ,4.819999999999936
1752.96     ,3.4300000000000637  ,1749.53           ,1752.96            ,3.4300000000000637  ,1757.91          ,8.38          ,0.0
1757.91     ,0.8500000000001364  ,1757.06           ,1757.91            ,0.8500000000001364  ,1762.57          ,5.51          ,0.0
1768.29     ,0.0                 ,1768.29           ,1768.29            ,0.0                 ,1772.84          ,4.55          ,5.720000000000027
1775.96     ,0.0                 ,1775.96           ,1775.96            ,0.0                 ,1780.02          ,4.06          ,3.1200000000001182
1786.29     ,0.0                 ,1786.29           ,1786.29            ,0.0                 ,1791.26          ,4.97          ,6.269999999999982
1792.55     ,0.0                 ,1792.55           ,1792.55            ,0.0                 ,1797.55          ,5.0           ,1.2899999999999636
1803.2      ,0.0                 ,1803.2            ,1803.2             ,0.0                 ,1808.17          ,4.97          ,5.650000000000091
1810.67     ,0.0                 ,1810.67           ,1810.67            ,0.0                 ,1815.08          ,4.41          ,2.5
1826.39     ,0.0                 ,1826.39           ,1826.39            ,0.0                 ,1830.63          ,4.24          ,11.310000000000173
1834.95     ,0.0                 ,1834.95           ,1834.95            ,0.0                 ,1838.88          ,3.93          ,4.319999999999936
1849.43     ,0.0                 ,1849.43           ,1849.43            ,0.0                 ,1854.43          ,5.0           ,10.549999999999955
1858.69     ,0.0                 ,1858.69           ,1858.69            ,0.0                 ,1863.58          ,4.89          ,4.259999999999991
1868.41     ,0.0                 ,1868.41           ,1868.41            ,0.0                 ,1872.97          ,4.56          ,4.830000000000155
1879.85     ,0.0                 ,1879.85           ,1879.85            ,0.0                 ,1884.78          ,4.93          ,6.879999999999882
1889.22     ,0.0                 ,1889.22           ,1889.22            ,0.0                 ,1894.2           ,4.98          ,4.440000000000055
1894.2      ,3.5900000000001455  ,1890.61           ,1894.2             ,3.5900000000001455  ,1899.1           ,8.49          ,0.0
1909.18     ,0.0                 ,1909.18           ,1909.18            ,0.0                 ,1914.11          ,4.93          ,10.080000000000155
1915.11     ,0.0                 ,1915.11           ,1915.11            ,0.0                 ,1919.2           ,4.09          ,1.0
1921.07     ,0.0                 ,1921.07           ,1921.07            ,0.0                 ,1925.5           ,4.43          ,1.8699999999998909
1925.5      ,2.9200000000000728  ,1922.58           ,1925.5             ,2.9200000000000728  ,1930.32          ,7.74          ,0.0
1930.32     ,1.3199999999999363  ,1929.0            ,1930.32            ,1.3199999999999363  ,1935.28          ,6.28          ,0.0
1945.4      ,0.0                 ,1945.4            ,1945.4             ,0.0                 ,1950.32          ,4.92          ,10.120000000000118
1954.21     ,0.0                 ,1954.21           ,1954.21            ,0.0                 ,1958.29          ,4.08          ,3.8900000000001
1963.45     ,0.0                 ,1963.45           ,1963.45            ,0.0                 ,1967.61          ,4.16          ,5.160000000000082
1967.61     ,2.2899999999999636  ,1965.32           ,1967.61            ,2.2899999999999636  ,1972.46          ,7.14          ,0.0
1984.41     ,0.0                 ,1984.41           ,1984.41            ,0.0                 ,1988.68          ,4.27          ,11.950000000000045
1990.26     ,0.0                 ,1990.26           ,1990.26            ,0.0                 ,1994.96          ,4.7           ,1.5799999999999272
2000.52     ,0.0                 ,2000.52           ,2000.52            ,0.0                 ,2005.37          ,4.85          ,5.559999999999945
2011.99     ,0.0                 ,2011.99           ,2011.99            ,0.0                 ,2016.43          ,4.44          ,6.620000000000118
2022.58     ,0.0                 ,2022.58           ,2022.58            ,0.0                 ,2026.84          ,4.26          ,6.149999999999864
2034.85     ,0.0                 ,2034.85           ,2034.85            ,0.0                 ,2039.6           ,4.75          ,8.009999999999991
2043.1      ,0.0                 ,2043.1            ,2043.1             ,0.0                 ,2047.34          ,4.24          ,3.5
2054.9      ,0.0                 ,2054.9            ,2054.9             ,0.0                 ,2058.95          ,4.05          ,7.560000000000173
2065.2      ,0.0                 ,2065.2            ,2065.2             ,0.0                 ,2070.11          ,4.91          ,6.25
2079.79     ,0.0                 ,2079.79           ,2079.79            ,0.0                 ,2084.35          ,4.56          ,9.679999999999836
2091.72     ,0.0                 ,2091.72           ,2091.72            ,0.0                 ,2096.71          ,4.99          ,7.369999999999891
2104.33     ,0.0                 ,2104.33           ,2104.33            ,0.0                 ,2108.18          ,3.85          ,7.619999999999891
2116.44     ,0.0                 ,2116.44           ,2116.44            ,0.0                 ,2120.91          ,4.47          ,8.260000000000218
2122.87     ,0.0                 ,2122.87           ,2122.87            ,0.0                 ,2127.87          ,5.0           ,1.9600000000000364
2133.65     ,0.0                 ,2133.65           ,2133.65            ,0.0                 ,2138.63          ,4.98          ,5.7800000000002
2138.63     ,0.5100000000002183  ,2138.12           ,2138.63            ,0.5100000000002183  ,2143.17          ,5.05          ,0.0
2152.57     ,0.0                 ,2152.57           ,2152.57            ,0.0                 ,2157.24          ,4.67          ,9.400000000000091
2163.45     ,0.0                 ,2163.45           ,2163.45            ,0.0                 ,2168.29          ,4.84          ,6.210000000000036
2168.29     ,1.5199999999999818  ,2166.77           ,2168.29            ,1.5199999999999818  ,2173.05          ,6.28          ,0.0
2181.27     ,0.0                 ,2181.27           ,2181.27            ,0.0                 ,2185.68          ,4.41          ,8.2199999999998
2191.44     ,0.0                 ,2191.44           ,2191.44            ,0.0                 ,2196.16          ,4.72          ,5.760000000000218
2206.05     ,0.0                 ,2206.05           ,2206.05            ,0.0                 ,2211.03          ,4.98          ,9.890000000000327
2211.03     ,0.9400000000000546  ,2210.09           ,2211.03            ,0.9400000000000546  ,2215.31          ,5.22          ,0.0
2216.7      ,0.0                 ,2216.7            ,2216.7             ,0.0                 ,2221.22          ,4.52          ,1.3899999999998727
2231.75     ,0.0                 ,2231.75           ,2231.75            ,0.0                 ,2236.61          ,4.86          ,10.5300000000002
2240.57     ,0.0                 ,2240.57           ,2240.57            ,0.0                 ,2245.26          ,4.69          ,3.9600000000000364
2252.44     ,0.0                 ,2252.44           ,2252.44            ,0.0                 ,2256.88          ,4.44          ,7.179999999999836
2258.22     ,0.0                 ,2258.22           ,2258.22            ,0.0                 ,2262.64          ,4.42          ,1.3399999999996908
2265.47     ,0.0                 ,2265.47           ,2265.47            ,0.0                 ,2270.08          ,4.61          ,2.8299999999999272
2271.94     ,0.0                 ,2271.94           ,2271.94            ,0.0                 ,2276.46          ,4.52          ,1.8600000000001273
2279.4      ,0.0                 ,2279.4            ,2279.4             ,0.0                 ,2284.37          ,4.97          ,2.9400000000000546
2286.56     ,0.0                 ,2286.56           ,2286.56            ,0.0                 ,2291.56          ,5.0           ,2.1900000000000546
2293.12     ,0.0                 ,2293.12           ,2293.12            ,0.0                 ,2297.27          ,4.15          ,1.5599999999999454
2306.98     ,0.0                 ,2306.98           ,2306.98            ,0.0                 ,2310.93          ,3.95          ,9.710000000000036
2312.52     ,0.0                 ,2312.52           ,2312.52            ,0.0                 ,2316.88          ,4.36          ,1.5900000000001455
2321.02     ,0.0                 ,2321.02           ,2321.02            ,0.0                 ,2325.45          ,4.43          ,4.139999999999873
2328.08     ,0.0                 ,2328.08           ,2328.08            ,0.0                 ,2332.6           ,4.52          ,2.630000000000109
2334.31     ,0.0                 ,2334.31           ,2334.31            ,0.0                 ,2338.52          ,4.21          ,1.7100000000000364
2347.15     ,0.0                 ,2347.15           ,2347.15            ,0.0                 ,2352.0           ,4.85          ,8.63000000000011
2356.44     ,0.0                 ,2356.44           ,2356.44            ,0.0                 ,2361.4           ,4.96          ,4.440000000000055
2361.4      ,1.9800000000000182  ,2359.42           ,2361.4             ,1.9800000000000182  ,2366.1           ,6.68          ,0.0
2367.95     ,0.0                 ,2367.95           ,2367.95            ,0.0                 ,2372.89          ,4.94          ,1.849999999999909
2378.14     ,0.0                 ,2378.14           ,2378.14            ,0.0                 ,2382.22          ,4.08          ,5.25
2386.16     ,0.0                 ,2386.16           ,2386.16            ,0.0                 ,2390.82          ,4.66          ,3.9400000000000546
2390.82     ,1.5599999999999454  ,2389.26           ,2390.82            ,1.5599999999999454  ,2395.82          ,6.56          ,0.0
2397.94     ,0.0                 ,2397.94           ,2397.94            ,0.0                 ,2402.17          ,4.23          ,2.119999999999891
2407.04     ,0.0                 ,2407.04           ,2407.04            ,0.0                 ,2411.24          ,4.2           ,4.869999999999891
2422.93     ,0.0                 ,2422.93           ,2422.93            ,0.0                 ,2427.16          ,4.23          ,11.690000000000055
2433.22     ,0.0                 ,2433.22           ,2433.22            ,0.0                 ,2437.42          ,4.2           ,6.059999999999945
2439.66     ,0.0                 ,2439.66           ,2439.66            ,0.0                 ,2443.62          ,3.96          ,2.2399999999997817
2448.59     ,0.0                 ,2448.59           ,2448.59            ,0.0                 ,2453.54          ,4.95          ,4.970000000000255
2454.52     ,0.0                 ,2454.52           ,2454.52            ,0.0                 ,2458.43          ,3.91          ,0.9800000000000182
2459.55     ,0.0                 ,2459.55           ,2459.55            ,0.0                 ,2464.09          ,4.54          ,1.1200000000003456
2469.46     ,0.0                 ,2469.46           ,2469.46            ,0.0                 ,2474.12          ,4.66          ,5.369999999999891
2479.4      ,0.0                 ,2479.4            ,2479.4             ,0.0                 ,2483.78          ,4.38          ,5.2800000000002
2485.31     ,0.0                 ,2485.31           ,2485.31            ,0.0                 ,2490.24          ,4.93          ,1.5299999999997453
2492.21     ,0.0                 ,2492.21           ,2492.21            ,0.0                 ,2496.23          ,4.02          ,1.9700000000002547
2498.36     ,0.0                 ,2498.36           ,2498.36            ,0.0                 ,2502.62          ,4.26          ,2.130000000000109
