arrival_time        ,service_time,inter_arrival_time,time_service_begins,queue_wait_time     ,time_service_ends,time_in_system,server_idle_time
0.0                 ,944.71      ,944.71            ,944.71             ,0.0                 ,948.62           ,3.91          ,1.32000000000005
0.0                 ,956.2       ,956.2             ,956.2              ,0.0                 ,960.83           ,4.63          ,7.580000000000041
0.0                 ,965.57      ,965.57            ,965.57             ,0.0                 ,970.47           ,4.9           ,4.740000000000009
0.0                 ,975.09      ,975.09            ,975.09             ,0.0                 ,979.07           ,3.98          ,4.6200000000000045
0.15000000000009095 ,979.07      ,978.92            ,979.07             ,0.15000000000009095 ,983.46           ,4.54          ,0.0
0.0                 ,991.7       ,991.7             ,991.7              ,0.0                 ,996.22           ,4.52          ,8.240000000000009
0.0                 ,1003.49     ,1003.49           ,1003.49            ,0.0                 ,1008.27          ,4.78          ,7.269999999999982
0.0                 ,1008.37     ,1008.37           ,1008.37            ,0.0                 ,1013.34          ,4.97          ,0.10000000000002274
0.0                 ,1018.34     ,1018.34           ,1018.34            ,0.0                 ,1022.91          ,4.57          ,5.0
1.8500000000000227  ,1022.91     ,1021.06           ,1022.91            ,1.8500000000000227  ,1027.71          ,6.65          ,0.0
0.0                 ,1033.73     ,1033.73           ,1033.73            ,0.0                 ,1038.73          ,5.0           ,6.019999999999982
0.0                 ,1046.11     ,1046.11           ,1046.11            ,0.0                 ,1051.11          ,5.0           ,7.379999999999882
0.0                 ,1053.78     ,1053.78           ,1053.78            ,0.0                 ,1057.83          ,4.05          ,2.6700000000000728
0.0                 ,1064.88     ,1064.88           ,1064.88            ,0.0                 ,1069.16          ,4.28          ,7.050000000000182
0.0                 ,1076.61     ,1076.61           ,1076.61            ,0.0                 ,1081.53          ,4.92          ,7.449999999999818
0.0                 ,1093.11     ,1093.11           ,1093.11            ,0.0                 ,1097.62          ,4.51          ,11.579999999999927
0.0                 ,1102.61     ,1102.61           ,1102.61            ,0.0                 ,1107.14          ,4.53          ,4.990000000000009
0.0                 ,1113.23     ,1113.23           ,1113.23            ,0.0                 ,1118.16          ,4.93          ,6.089999999999918
0.0                 ,1127.45     ,1127.45           ,1127.45            ,0.0                 ,1131.93          ,4.48          ,9.289999999999964
0.0                 ,1135.17     ,1135.17           ,1135.17            ,0.0                 ,1139.72          ,4.55          ,3.240000000000009
0.0                 ,1146.76     ,1146.76           ,1146.76            ,0.0                 ,1151.52          ,4.76          ,7.039999999999964
0.0                 ,1164.24     ,1164.24           ,1164.24            ,0.0                 ,1168.62          ,4.38          ,12.720000000000027
0.0                 ,1175.5      ,1175.5            ,1175.5             ,0.0                 ,1179.44          ,3.94          ,6.880000000000109
0.0                 ,1181.33     ,1181.33           ,1181.33            ,0.0                 ,1186.29          ,4.96          ,1.8899999999998727
0.0                 ,1194.27     ,1194.27           ,1194.27            ,0.0                 ,1198.54          ,4.27          ,7.980000000000018
0.0                 ,1203.13     ,1203.13           ,1203.13            ,0.0                 ,1207.52          ,4.39          ,4.5900000000001455
0.009999999999990905,1207.52     ,1207.51           ,1207.52            ,0.009999999999990905,1211.6           ,4.09          ,0.0
0.0                 ,1221.85     ,1221.85           ,1221.85            ,0.0                 ,1226.85          ,5.0           ,10.25
0.0                 ,1234.58     ,1234.58           ,1234.58            ,0.0                 ,1239.51          ,4.93          ,7.730000000000018
0.8799999999998818  ,1239.51     ,1238.63           ,1239.51            ,0.8799999999998818  ,1243.99          ,5.36          ,0.0
0.0                 ,1246.82     ,1246.82           ,1246.82            ,0.0                 ,1251.12          ,4.3           ,2.8299999999999272
0.0                 ,1255.36     ,1255.36           ,1255.36            ,0.0                 ,1259.83          ,4.47          ,4.240000000000009
0.0                 ,1268.34     ,1268.34           ,1268.34            ,0.0                 ,1272.55          ,4.21          ,8.509999999999991
0.0                 ,1277.87     ,1277.87           ,1277.87            ,0.0                 ,1282.84          ,4.97          ,5.319999999999936
0.0                 ,1290.52     ,1290.52           ,1290.52            ,0.0                 ,1294.56          ,4.04          ,7.680000000000064
0.0                 ,1304.8      ,1304.8            ,1304.8             ,0.0                 ,1309.38          ,4.58          ,10.240000000000009
0.0                 ,1318.56     ,1318.56           ,1318.56            ,0.0                 ,1323.43          ,4.87          ,9.179999999999836
0.0                 ,1327.61     ,1327.61           ,1327.61            ,0.0                 ,1332.61          ,5.0           ,4.179999999999836
0.0                 ,1339.06     ,1339.06           ,1339.06            ,0.0                 ,1343.7           ,4.64          ,6.4500000000000455
0.0                 ,1346.33     ,1346.33           ,1346.33            ,0.0                 ,1350.92          ,4.59          ,2.6299999999998818
0.0                 ,1352.26     ,1352.26           ,1352.26            ,0.0                 ,1357.05          ,4.79          ,1.3399999999999181
0.0                 ,1361.55     ,1361.55           ,1361.55            ,0.0                 ,1365.84          ,4.29          ,4.5
0.0                 ,1368.79     ,1368.79           ,1368.79            ,0.0                 ,1373.6           ,4.81          ,2.9500000000000455
2.1799999999998363  ,1373.6      ,1371.42           ,1373.6             ,2.1799999999998363  ,1378.42          ,7.0           ,0.0
1.6800000000000637  ,1378.42     ,1376.74           ,1378.42            ,1.6800000000000637  ,1383.14          ,6.4           ,0.0
0.0                 ,1385.34     ,1385.34           ,1385.34            ,0.0                 ,1390.32          ,4.98          ,2.199999999999818
3.6499999999998636  ,1390.32     ,1386.67           ,1390.32            ,3.6499999999998636  ,1395.16          ,8.49          ,0.0
2.880000000000109   ,1395.16     ,1392.28           ,1395.16            ,2.880000000000109   ,1399.76          ,7.48          ,0.0
4.410000000000082   ,1399.76     ,1395.35           ,1399.76            ,4.410000000000082   ,1403.77          ,8.42          ,0.0
6.819999999999936   ,1403.77     ,1396.95           ,1403.77            ,6.819999999999936   ,1408.56          ,11.61         ,0.0
4.529999999999973   ,1408.56     ,1404.03           ,1408.56            ,4.529999999999973   ,1413.31          ,9.28          ,0.0
0.0                 ,1419.11     ,1419.11           ,1419.11            ,0.0                 ,1423.09          ,3.98          ,5.7999999999999545
0.0                 ,1435.87     ,1435.87           ,1435.87            ,0.0                 ,1440.21          ,4.34          ,12.779999999999973
0.0                 ,1447.11     ,1447.11           ,1447.11            ,0.0                 ,1451.83          ,4.72          ,6.899999999999864
0.6199999999998909  ,1451.83     ,1451.21           ,1451.83            ,0.6199999999998909  ,1456.29          ,5.08          ,0.0
0.0                 ,1457.26     ,1457.26           ,1457.26            ,0.0                 ,1461.21          ,3.95          ,0.9700000000000273
0.0                 ,1468.17     ,1468.17           ,1468.17            ,0.0                 ,1472.02          ,3.85          ,6.960000000000036
0.0                 ,1479.87     ,1479.87           ,1479.87            ,0.0                 ,1484.26          ,4.39          ,7.849999999999909
0.0                 ,1489.28     ,1489.28           ,1489.28            ,0.0                 ,1494.15          ,4.87          ,5.019999999999982
0.0                 ,1500.56     ,1500.56           ,1500.56            ,0.0                 ,1505.4           ,4.84          ,6.4099999999998545
0.0                 ,1508.81     ,1508.81           ,1508.81            ,0.0                 ,1513.76          ,4.95          ,3.4099999999998545
0.0                 ,1523.78     ,1523.78           ,1523.78            ,0.0                 ,1527.84          ,4.06          ,10.019999999999982
0.0                 ,1532.81     ,1532.81           ,1532.81            ,0.0                 ,1536.95          ,4.14          ,4.970000000000027
0.0                 ,1544.25     ,1544.25           ,1544.25            ,0.0                 ,1548.12          ,3.87          ,7.2999999999999545
0.0                 ,1553.65     ,1553.65           ,1553.65            ,0.0                 ,1558.14          ,4.49          ,5.5300000000002
1.8600000000001273  ,1558.14     ,1556.28           ,1558.14            ,1.8600000000001273  ,1562.69          ,6.41          ,0.0
5.420000000000073   ,1562.69     ,1557.27           ,1562.69            ,5.420000000000073   ,1566.86          ,9.59          ,0.0
0.0                 ,1570.41     ,1570.41           ,1570.41            ,0.0                 ,1575.36          ,4.95          ,3.550000000000182
0.0                 ,1581.0      ,1581.0            ,1581.0             ,0.0                 ,1585.98          ,4.98          ,5.6400000000001
0.0                 ,1590.88     ,1590.88           ,1590.88            ,0.0                 ,1595.58          ,4.7           ,4.900000000000091
0.9499999999998181  ,1595.58     ,1594.63           ,1595.58            ,0.9499999999998181  ,1600.45          ,5.82          ,0.0
0.0                 ,1606.63     ,1606.63           ,1606.63            ,0.0                 ,1611.59          ,4.96          ,6.180000000000064
0.0                 ,1621.39     ,1621.39           ,1621.39            ,0.0                 ,1625.64          ,4.25          ,9.800000000000182
0.0                 ,1639.24     ,1639.24           ,1639.24            ,0.0                 ,1643.76          ,4.52          ,13.599999999999909
0.0                 ,1646.86     ,1646.86           ,1646.86            ,0.0                 ,1651.71          ,4.85          ,3.099999999999909
0.0                 ,1655.34     ,1655.34           ,1655.34            ,0.0                 ,1659.36          ,4.02          ,3.6299999999998818
0.0                 ,1670.23     ,1670.23           ,1670.23            ,0.0                 ,1674.5           ,4.27          ,10.870000000000118
0.0                 ,1677.17     ,1677.17           ,1677.17            ,0.0                 ,1681.12          ,3.95          ,2.6700000000000728
0.0                 ,1690.15     ,1690.15           ,1690.15            ,0.0                 ,1694.89          ,4.74          ,9.0300000000002
0.0                 ,1700.16     ,1700.16           ,1700.16            ,0.0                 ,1705.0           ,4.84          ,5.269999999999982
0.21000000000003638 ,1705.0      ,1704.79           ,1705.0             ,0.21000000000003638 ,1709.88          ,5.09          ,0.0
0.0                 ,1721.43     ,1721.43           ,1721.43            ,0.0                 ,1726.03          ,4.6           ,11.549999999999955
0.0                 ,1734.85     ,1734.85           ,1734.85            ,0.0                 ,1739.01          ,4.16          ,8.819999999999936
0.0                 ,1746.11     ,1746.11           ,1746.11            ,0.0                 ,1750.44          ,4.33          ,7.099999999999909
0.0                 ,1757.54     ,1757.54           ,1757.54            ,0.0                 ,1762.51          ,4.97          ,7.099999999999909
0.0                 ,1765.48     ,1765.48           ,1765.48            ,0.0                 ,1769.34          ,3.86          ,2.9700000000000273
0.0                 ,1769.49     ,1769.49           ,1769.49            ,0.0                 ,1773.48          ,3.99          ,0.15000000000009095
0.0                 ,1773.51     ,1773.51           ,1773.51            ,0.0                 ,1778.44          ,4.93          ,0.029999999999972715
0.0                 ,1785.84     ,1785.84           ,1785.84            ,0.0                 ,1790.36          ,4.52          ,7.399999999999864
0.0                 ,1797.12     ,1797.12           ,1797.12            ,0.0                 ,1802.12          ,5.0           ,6.759999999999991
0.0                 ,1807.78     ,1807.78           ,1807.78            ,0.0                 ,1812.69          ,4.91          ,5.660000000000082
0.0                 ,1818.99     ,1818.99           ,1818.99            ,0.0                 ,1823.88          ,4.89          ,6.2999999999999545
0.0                 ,1825.32     ,1825.32           ,1825.32            ,0.0                 ,1829.72          ,4.4           ,1.4399999999998272
0.0                 ,1832.44     ,1832.44           ,1832.44            ,0.0                 ,1837.43          ,4.99          ,2.7200000000000273
0.0                 ,1846.6      ,1846.6            ,1846.6             ,0.0                 ,1851.4           ,4.8           ,9.169999999999845
0.0                 ,1857.13     ,1857.13           ,1857.13            ,0.0                 ,1861.47          ,4.34          ,5.730000000000018
0.0                 ,1862.24     ,1862.24           ,1862.24            ,0.0                 ,1866.3           ,4.06          ,0.7699999999999818
0.0                 ,1866.72     ,1866.72           ,1866.72            ,0.0                 ,1871.71          ,4.99          ,0.42000000000007276
0.0                 ,1878.82     ,1878.82           ,1878.82            ,0.0                 ,1883.68          ,4.86          ,7.1099999999999
0.0                 ,1888.61     ,1888.61           ,1888.61            ,0.0                 ,1893.48          ,4.87          ,4.929999999999836
0.0                 ,1900.05     ,1900.05           ,1900.05            ,0.0                 ,1904.99          ,4.94          ,6.569999999999936
0.0                 ,1914.57     ,1914.57           ,1914.57            ,0.0                 ,1919.52          ,4.95          ,9.579999999999927
0.0                 ,1923.68     ,1923.68           ,1923.68            ,0.0                 ,1928.31          ,4.63          ,4.160000000000082
0.0                 ,1938.98     ,1938.98           ,1938.98            ,0.0                 ,1943.08          ,4.1           ,10.670000000000073
0.0                 ,1950.1      ,1950.1            ,1950.1             ,0.0                 ,1955.08          ,4.98          ,7.019999999999982
0.0                 ,1958.33     ,1958.33           ,1958.33            ,0.0                 ,1962.96          ,4.63          ,3.25
0.0                 ,1970.4      ,1970.4            ,1970.4             ,0.0                 ,1975.16          ,4.76          ,7.440000000000055
0.0                 ,1980.23     ,1980.23           ,1980.23            ,0.0                 ,1985.23          ,5.0           ,5.069999999999936
0.0                 ,1988.82     ,1988.82           ,1988.82            ,0.0                 ,1993.71          ,4.89          ,3.589999999999918
0.0                 ,1994.57     ,1994.57           ,1994.57            ,0.0                 ,1998.45          ,3.88          ,0.8599999999999
0.0                 ,2008.87     ,2008.87           ,2008.87            ,0.0                 ,2013.78          ,4.91          ,10.419999999999845
0.0                 ,2018.64     ,2018.64           ,2018.64            ,0.0                 ,2022.51          ,3.87          ,4.860000000000127
2.099999999999909   ,2022.51     ,2020.41           ,2022.51            ,2.099999999999909   ,2027.43          ,7.02          ,0.0
0.0                 ,2029.72     ,2029.72           ,2029.72            ,0.0                 ,2033.83          ,4.11          ,2.2899999999999636
0.0                 ,2040.79     ,2040.79           ,2040.79            ,0.0                 ,2045.61          ,4.82          ,6.960000000000036
0.0                 ,2047.51     ,2047.51           ,2047.51            ,0.0                 ,2051.64          ,4.13          ,1.900000000000091
0.0                 ,2059.64     ,2059.64           ,2059.64            ,0.0                 ,2064.57          ,4.93          ,8.0
0.0                 ,2076.57     ,2076.57           ,2076.57            ,0.0                 ,2081.56          ,4.99          ,12.0
0.0                 ,2087.69     ,2087.69           ,2087.69            ,0.0                 ,2092.69          ,5.0           ,6.130000000000109
0.0                 ,2095.23     ,2095.23           ,2095.23            ,0.0                 ,2099.81          ,4.58          ,2.5399999999999636
0.0                 ,2105.66     ,2105.66           ,2105.66            ,0.0                 ,2109.99          ,4.33          ,5.849999999999909
0.0                 ,2117.45     ,2117.45           ,2117.45            ,0.0                 ,2122.4           ,4.95          ,7.460000000000036
0.0                 ,2131.16     ,2131.16           ,2131.16            ,0.0                 ,2135.67          ,4.51          ,8.759999999999764
0.0                 ,2140.2      ,2140.2            ,2140.2             ,0.0                 ,2144.72          ,4.52          ,4.529999999999745
0.0                 ,2154.1      ,2154.1            ,2154.1             ,0.0                 ,2159.03          ,4.93          ,9.38000000000011
0.0                 ,2161.11     ,2161.11           ,2161.11            ,0.0                 ,2165.34          ,4.23          ,2.0799999999999272
0.0                 ,2170.42     ,2170.42           ,2170.42            ,0.0                 ,2175.42          ,5.0           ,5.079999999999927
0.03000000000020009 ,2175.42     ,2175.39           ,2175.42            ,0.03000000000020009 ,2179.49          ,4.1           ,0.0
0.0                 ,2184.89     ,2184.89           ,2184.89            ,0.0                 ,2189.65          ,4.76          ,5.400000000000091
0.3000000000001819  ,2189.65     ,2189.35           ,2189.65            ,0.3000000000001819  ,2194.35          ,5.0           ,0.0
0.0                 ,2198.87     ,2198.87           ,2198.87            ,0.0                 ,2203.44          ,4.57          ,4.519999999999982
0.0                 ,2205.22     ,2205.22           ,2205.22            ,0.0                 ,2210.1           ,4.88          ,1.7799999999997453
0.0                 ,2215.75     ,2215.75           ,2215.75            ,0.0                 ,2220.29          ,4.54          ,5.650000000000091
0.0                 ,2225.63     ,2225.63           ,2225.63            ,0.0                 ,2230.32          ,4.69          ,5.3400000000001455
0.0                 ,2234.66     ,2234.66           ,2234.66            ,0.0                 ,2239.51          ,4.85          ,4.339999999999691
0.0                 ,2249.81     ,2249.81           ,2249.81            ,0.0                 ,2253.8           ,3.99          ,10.299999999999727
0.0                 ,2264.8      ,2264.8            ,2264.8             ,0.0                 ,2269.66          ,4.86          ,11.0
0.0                 ,2270.66     ,2270.66           ,2270.66            ,0.0                 ,2275.13          ,4.47          ,1.0
0.0                 ,2283.3      ,2283.3            ,2283.3             ,0.0                 ,2288.28          ,4.98          ,8.170000000000073
0.0                 ,2291.4      ,2291.4            ,2291.4             ,0.0                 ,2296.06          ,4.66          ,3.119999999999891
0.0                 ,2302.05     ,2302.05           ,2302.05            ,0.0                 ,2306.58          ,4.53          ,5.9900000000002365
0.0                 ,2314.59     ,2314.59           ,2314.59            ,0.0                 ,2318.91          ,4.32          ,8.010000000000218
0.0                 ,2324.61     ,2324.61           ,2324.61            ,0.0                 ,2329.46          ,4.85          ,5.700000000000273
0.0                 ,2338.94     ,2338.94           ,2338.94            ,0.0                 ,2342.88          ,3.94          ,9.480000000000018
0.0                 ,2347.98     ,2347.98           ,2347.98            ,0.0                 ,2352.75          ,4.77          ,5.099999999999909
0.0                 ,2355.55     ,2355.55           ,2355.55            ,0.0                 ,2360.3           ,4.75          ,2.800000000000182
0.0                 ,2362.26     ,2362.26           ,2362.26            ,0.0                 ,2366.68          ,4.42          ,1.9600000000000364
1.1599999999998545  ,2366.68     ,2365.52           ,2366.68            ,1.1599999999998545  ,2371.62          ,6.1           ,0.0
0.0                 ,2383.06     ,2383.06           ,2383.06            ,0.0                 ,2387.64          ,4.58          ,11.440000000000055
0.0                 ,2394.06     ,2394.06           ,2394.06            ,0.0                 ,2399.02          ,4.96          ,6.420000000000073
0.0                 ,2405.17     ,2405.17           ,2405.17            ,0.0                 ,2409.67          ,4.5           ,6.150000000000091
0.0                 ,2414.58     ,2414.58           ,2414.58            ,0.0                 ,2419.57          ,4.99          ,4.9099999999998545
4.380000000000109   ,2419.57     ,2415.19           ,2419.57            ,4.380000000000109   ,2424.55          ,9.36          ,0.0
0.0                 ,2433.43     ,2433.43           ,2433.43            ,0.0                 ,2438.0           ,4.57          ,8.879999999999654
0.0                 ,2443.72     ,2443.72           ,2443.72            ,0.0                 ,2448.64          ,4.92          ,5.7199999999998
0.0                 ,2449.79     ,2449.79           ,2449.79            ,0.0                 ,2454.02          ,4.23          ,1.150000000000091
0.6599999999998545  ,2454.02     ,2453.36           ,2454.02            ,0.6599999999998545  ,2458.8           ,5.44          ,0.0
0.0                 ,2471.99     ,2471.99           ,2471.99            ,0.0                 ,2476.84          ,4.85          ,13.1899999999996
0.0                 ,2482.02     ,2482.02           ,2482.02            ,0.0                 ,2486.24          ,4.22          ,5.179999999999836
0.0                 ,2494.7      ,2494.7            ,2494.7             ,0.0                 ,2498.75          ,4.05          ,8.460000000000036
0.0                 ,2498.92     ,2498.92           ,2498.92            ,0.0                 ,2503.86          ,4.94          ,0.17000000000007276
0.0                 ,2507.46     ,2507.46           ,2507.46            ,0.0                 ,2512.46          ,5.0           ,3.599999999999909
0.0                 ,2515.15     ,2515.15           ,2515.15            ,0.0                 ,2520.15          ,5.0           ,2.6900000000000546
